Category,Description,Carbohydrate,Cholesterol,Fiber,Kilocalories,Protein,RefusePercentage,SugarTotal,HouseholdWeights.1stHouseholdWeight,HouseholdWeights.2ndHouseholdWeight,fat
HORSERADISH-TREE,"HORSERADISH-TREE,LEAFY TIPS,CKD,BLD,DRND,WO/SALT",11.15,0.0,2.0,60.0,5.27,0.0,1.0,42.0,0.0,0.64
PEPEAO,"PEPEAO,DRIED",81.03,0.0,0.0,298.0,4.82,13.0,0.0,24.0,0.0,0.0
JUTE,"JUTE,POTHERB,RAW",5.8,0.0,0.0,34.0,4.65,38.0,0.0,28.0,0.0,0.17500000000000002
KALE,"KALE,CKD,BLD,DRND,WO/SALT",5.63,0.0,2.0,28.0,1.9,0.0,1.25,130.0,0.0,0.275
KANPYO,"KANPYO,(DRIED GOURD STRIPS)",65.04,0.0,0.0,258.0,8.58,0.0,0.0,6.3,27.0,0.392
KOHLRABI,"KOHLRABI,RAW",6.2,0.0,3.599999905,27.0,1.7,54.0,2.599999905,135.0,16.0,0.068
LEEKS,"LEEKS,(BULB&LOWER LEAF-PORTION),RAW",14.15,0.0,1.7999999519999998,61.0,1.5,56.0,3.900000095,89.0,89.0,0.21
LENTILS,"LENTILS,SPROUTED,RAW",22.14,0.0,0.0,106.0,8.96,0.0,0.0,77.0,0.0,0.38
LETTUCE,"LETTUCE,GRN LEAF,RAW",2.79,0.0,1.299999952,15.0,1.36,36.0,0.779999971,35.58,360.0,0.10800000000000001
LOTUS ROOT,"LOTUS ROOT,RAW",17.23,0.0,4.900000095,74.0,2.6,21.0,0.0,81.0,115.0,0.07
MOUNTAIN YAM,"MOUNTAIN YAM,HAWAII,RAW",16.31,0.0,0.0,67.0,1.34,17.0,0.0,68.0,420.0,0.07100000000000001
MUSHROOMS,"MUSHROOMS,WHITE,RAW",3.28,0.0,1.0,22.0,3.09,3.0,1.649999976,70.0,96.0,0.182
MUSTARD GRNS,"MUSTARD GRNS,FRZ,UNPREP",3.41,0.0,3.299999952,20.0,2.49,0.0,0.0,146.0,284.0,0.18899999999999997
MUSTARD SPINACH,"MUSTARD SPINACH,(TENDERGREEN),RAW",3.9,0.0,2.799999952,22.0,2.2,7.0,0.0,150.0,0.0,0.21
OKRA,"OKRA,RAW",7.03,0.0,3.200000048,31.0,2.0,14.0,1.200000048,100.0,95.0,0.07
ONIONS,"ONIONS,RAW",9.34,0.0,1.7000000480000002,40.0,1.1,10.0,4.239999771,160.0,115.0,0.07200000000000001
ONION RINGS,"ONION RINGS,BREADED,PAR FR,FRZ,UNPREP",30.53,0.0,1.7999999519999998,258.0,3.15,0.0,0.0,454.0,255.0,12.971999999999998
PARSLEY,"PARSLEY,RAW",6.33,0.0,3.299999952,36.0,2.97,5.0,0.8500000240000001,60.0,4.0,0.5509999999999999
PARSNIPS,"PARSNIPS,RAW",17.99,0.0,4.900000095,75.0,1.2,15.0,4.8000001910000005,133.0,0.0,0.209
PEAS,"PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,WO/SALT",9.02,0.0,3.099999905,52.0,3.5,0.0,4.820000172,160.0,253.0,0.279
POKEBERRY SHOOTS,"POKEBERRY SHOOTS,(POKE),RAW",3.7,0.0,1.7000000480000002,23.0,2.6,0.0,0.0,160.0,0.0,0.0
PUMPKIN FLOWERS,"PUMPKIN FLOWERS,RAW",3.28,0.0,0.0,15.0,1.03,65.0,0.0,33.0,2.0,0.049
RADISHES,"RADISHES,ORIENTAL,RAW",4.1,0.0,1.600000024,18.0,0.6,21.0,2.5,338.0,0.0,0.092
RUTABAGAS,"RUTABAGAS,RAW",8.13,0.0,2.5,36.0,1.2,15.0,5.599999905,140.0,772.0,0.14
SALSIFY,"SALSIFY,(VEG OYSTER),RAW",18.6,0.0,3.299999952,82.0,3.3,13.0,0.0,133.0,0.0,0.0
SAUERKRAUT,"SAUERKRAUT,CND,SOL&LIQUIDS",4.28,0.0,2.900000095,19.0,0.91,0.0,1.7799999709999998,142.0,236.0,0.114
SESBANIA FLOWER,"SESBANIA FLOWER,RAW",6.73,0.0,0.0,27.0,1.28,15.0,0.0,3.0,20.0,0.0
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,RAW",4.04,0.0,1.899999976,19.0,0.94,1.0,0.0,130.0,0.0,0.16699999999999998
TARO,"TARO,RAW",26.46,0.0,4.099999905,112.0,1.5,14.0,0.400000006,104.0,0.0,0.14
TOMATOES,"TOMATOES,RED,RIPE,CKD",4.01,0.0,0.699999988,18.0,0.95,0.0,2.49000001,240.0,246.0,0.07500000000000001
TOMATO JUC,"TOMATO JUC,CND,W/SALT",4.24,0.0,0.400000006,17.0,0.76,0.0,3.559999943,243.0,182.0,0.040999999999999995
TREE FERN,"TREE FERN,CKD,WO/SALT",10.98,0.0,3.700000048,40.0,0.29,0.0,0.0,71.0,31.0,0.048
TURNIP GRNS,"TURNIP GRNS,FRZ,UNPREP",3.67,0.0,2.5,22.0,2.47,0.0,0.0,82.0,284.0,0.218
VEGETABLE JUC COCKTAIL,"VEGETABLE JUC COCKTAIL,CND",4.55,0.0,0.800000012,19.0,0.63,0.0,3.299999952,242.0,182.0,0.065
VEGETABLES,"VEGETABLES,MXD,CND,SOL&LIQUIDS",7.13,0.0,3.799999952,36.0,1.42,0.0,0.0,245.0,0.0,0.187
WATERCHESTNUTS,"WATERCHESTNUTS,CHINESE,CND,SOL&LIQUIDS",12.3,0.0,2.5,50.0,0.88,0.0,2.460000038,70.0,28.0,0.043
WINGED BNS,"WINGED BNS,IMMAT SEEDS,RAW",4.31,0.0,0.0,49.0,6.95,2.0,0.0,44.0,16.0,0.674
WINGED BEAN LEAVES,"WINGED BEAN LEAVES,RAW",14.1,0.0,0.0,74.0,5.85,0.0,0.0,0.0,0.0,0.77
WINGED BEAN TUBER,"WINGED BEAN TUBER,RAW",28.1,0.0,0.0,148.0,11.6,0.0,0.0,0.0,0.0,0.63
BORAGE,"BORAGE,RAW",3.06,0.0,0.0,21.0,1.8,20.0,0.0,89.0,0.0,0.49
EPPAW,"EPPAW,RAW",31.68,0.0,0.0,150.0,4.6,0.0,0.0,100.0,0.0,0.0
RADISH SEEDS,"RADISH SEEDS,SPROUTED,RAW",3.6,0.0,0.0,43.0,3.81,0.0,0.0,38.0,0.0,2.327
SHALLOTS,"SHALLOTS,RAW",16.8,0.0,0.0,72.0,2.5,12.0,0.0,10.0,0.0,0.07
CARROT,"CARROT,DEHYDRATED",79.57,0.0,23.60000038,341.0,8.1,0.0,38.81999969,74.0,0.0,1.0619999999999998
ARROWROOT,"ARROWROOT,RAW",13.39,0.0,1.299999952,65.0,4.24,15.0,0.0,120.0,33.0,0.135
LAMBS QUARTERS,"LAMBS QUARTERS,CKD,BLD,DRND,W/SALT",5.0,0.0,2.099999905,32.0,3.2,0.0,0.620000005,180.0,0.0,0.49
WINGED BEAN,"WINGED BEAN,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",3.21,0.0,0.0,37.0,5.31,0.0,0.0,62.0,31.0,0.515
PICKLES,"PICKLES,CUCUMBER,SOUR",2.26,0.0,1.200000048,11.0,0.33,0.0,1.059999943,155.0,135.0,0.136
PIMENTO,"PIMENTO,CANNED",5.1,0.0,1.899999976,23.0,1.1,0.0,2.710000038,192.0,12.0,0.226
PICKLE RELISH,"PICKLE RELISH,SWEET",35.06,0.0,1.100000024,130.0,0.37,0.0,29.12999916,245.0,15.0,0.385
CATSUP,"CATSUP,LOW SODIUM",25.15,0.0,0.300000012,97.0,1.74,0.0,22.77000046,240.0,15.0,0.21600000000000005
RADICCHIO,"RADICCHIO,RAW",4.48,0.0,0.8999999759999999,23.0,1.43,9.0,0.600000024,40.0,8.0,0.18
TOMATILLOS,"TOMATILLOS,RAW",5.84,0.0,1.899999976,32.0,0.96,0.0,3.930000067,34.0,66.0,0.7110000000000001
FENNEL,"FENNEL,BULB,RAW",7.29,0.0,3.099999905,31.0,1.24,28.0,0.0,87.0,234.0,0.0
ARUGULA,"ARUGULA,RAW",3.65,0.0,1.600000024,25.0,2.58,40.0,2.049999952,2.0,10.0,0.454
HEARTS OF PALM,"HEARTS OF PALM,CANNED",4.62,0.0,2.400000095,28.0,2.52,0.0,0.0,146.0,33.0,0.435
NOPALES,"NOPALES,RAW",3.33,0.0,2.200000048,16.0,1.32,4.0,1.149999976,86.0,0.0,0.084
LEMON GRASS (CITRONELLA),"LEMON GRASS (CITRONELLA),RAW",25.31,0.0,0.0,99.0,1.82,35.0,0.0,67.0,5.0,0.34299999999999997
GRAPE LEAVES,"GRAPE LEAVES,RAW",17.31,0.0,11.0,93.0,5.6,5.0,6.3000001910000005,14.0,3.0,1.482
EPAZOTE,"EPAZOTE,RAW",7.44,0.0,3.799999952,32.0,0.33,0.0,0.0,0.8,2.0,0.0
FIREWEED,"FIREWEED,LEAVES,RAW",19.22,0.0,10.60000038,103.0,4.71,65.0,0.0,23.0,22.0,0.0
MUSHROOM,"MUSHROOM,OYSTER,RAW",6.47,0.0,2.299999952,43.0,3.31,11.0,1.110000014,148.0,15.0,0.07
FUNGI,"FUNGI,CLOUD EARS,DRIED",73.01,0.0,70.09999847,284.0,9.25,0.0,0.0,28.0,4.0,0.0
WASABI,"WASABI,ROOT,RAW",23.54,0.0,7.800000191,109.0,4.8,23.0,0.0,130.0,169.0,0.0
YAUTIA (TANNIER),"YAUTIA (TANNIER),RAW",23.63,0.0,1.5,98.0,1.46,14.0,0.0,135.0,305.0,0.08199999999999999
FIDDLEHEAD FERNS,"FIDDLEHEAD FERNS,RAW",5.54,0.0,0.0,34.0,4.55,0.0,0.0,0.0,0.0,0.0
BREADNUTTREE SEEDS,"BREADNUTTREE SEEDS,RAW",46.28,0.0,0.0,217.0,5.97,0.0,0.0,28.35,0.0,0.92
CHIA SEEDS,"CHIA SEEDS,DRIED",43.85,0.0,37.70000076,490.0,15.62,0.0,0.0,28.35,0.0,28.626000000000005
COTTONSEED FLR,"COTTONSEED FLR,PART DEFATTED (GLANDLESS)",40.54,0.0,3.0,359.0,40.96,0.0,0.0,94.0,5.0,5.678999999999999
COTTONSEED MEAL,"COTTONSEED MEAL,PART DEFATTED (GLANDLESS)",38.43,0.0,0.0,367.0,49.1,0.0,0.0,28.35,0.0,4.316
SAFFLOWER SD KRNLS,"SAFFLOWER SD KRNLS,DRIED",34.29,0.0,0.0,517.0,16.18,49.0,0.0,28.35,0.0,36.75300000000001
SAFFLOWER SD MEAL,"SAFFLOWER SD MEAL,PART DEFATTED",48.73,0.0,0.0,342.0,35.62,0.0,0.0,28.35,0.0,2.063
SESAME SEEDS,"SESAME SEEDS,WHOLE,DRIED",23.45,0.0,11.80000019,573.0,17.73,0.0,0.300000012,144.0,9.0,47.489
SESAME SD KRNLS,"SESAME SD KRNLS,TSTD,WO/SALT (DECORT)",26.04,0.0,16.89999962,567.0,16.96,0.0,0.479999989,128.0,28.0,45.88800000000001
SESAME FLR,"SESAME FLR,PART DEFATTED",35.14,0.0,0.0,382.0,40.32,0.0,0.0,28.35,0.0,11.152
SESAME MEAL,"SESAME MEAL,PART DEFATTED",26.04,0.0,0.0,567.0,16.96,0.0,0.0,28.35,0.0,45.88800000000001
SUNFLOWER SD KRNLS,"SUNFLOWER SD KRNLS,DRIED",20.0,0.0,8.600000381000001,584.0,20.78,46.0,2.619999886,46.0,140.0,46.11999999999999
SUNFLOWER SD FLR,"SUNFLOWER SD FLR,PART DEFATTED",35.83,0.0,5.199999809,326.0,48.06,0.0,0.0,64.0,4.0,1.2599999999999998
ALMONDS,"ALMONDS,DRY RSTD,WO/SALT",19.29,0.0,11.80000019,597.0,22.09,0.0,4.900000095,138.0,28.0,50.354
BEECHNUTS,"BEECHNUTS,DRIED",33.5,0.0,0.0,576.0,6.2,39.0,0.0,28.35,0.0,47.7
BRAZILNUTS,"BRAZILNUTS,DRIED,UNBLANCHED",12.27,0.0,7.5,656.0,14.32,49.0,2.329999924,133.28,5.0,60.262
CASHEW NUTS,"CASHEW NUTS,DRY RSTD,WO/SALT",32.69,0.0,3.0,574.0,15.31,0.0,5.010000229,137.0,9.0,44.31
NUTS,"NUTS,CASHEW NUTS,RAW",30.19,0.0,3.299999952,553.0,18.22,0.0,5.909999847000001,28.35,0.0,39.425
COCONUT MEAT,"COCONUT MEAT,RAW",15.23,0.0,9.0,354.0,3.33,48.0,6.2300000189999984,80.0,397.0,31.489
COCONUT CRM,"COCONUT CRM,RAW (LIQ EXPRESSED FROM GRATED MEAT)",6.65,0.0,2.200000048,330.0,3.63,0.0,0.0,240.0,15.0,32.607
NUTS,"NUTS,COCNT CRM,CND,SWTND",53.21,0.0,0.200000003,357.0,1.17,0.0,51.5,296.0,19.0,16.310000000000002
HAZELNUTS OR FILBERTS,"HAZELNUTS OR FILBERTS,DRY RSTD,WO/SALT",17.6,0.0,9.399999618999999,646.0,15.03,0.0,4.889999866,28.35,0.0,59.58200000000001
GINKGO NUTS,"GINKGO NUTS,DRIED",72.45,0.0,0.0,348.0,10.35,24.0,0.0,28.35,0.0,1.857
HICKORYNUTS,"HICKORYNUTS,DRIED",18.25,0.0,6.400000095,657.0,12.72,68.0,0.0,120.0,28.0,61.535
MACADAMIA NUTS,"MACADAMIA NUTS,RAW",13.82,0.0,8.600000381000001,718.0,7.91,69.0,4.570000172,134.0,28.0,72.44
MIXED NUTS,"MIXED NUTS,DRY RSTD,W/PNUTS,WO/SALT",25.35,0.0,9.0,594.0,17.3,0.0,0.0,137.0,28.0,49.062
PECANS,"PECANS,DRY RSTD,WO/SALT",13.55,0.0,9.399999618999999,710.0,9.5,0.0,4.059999943,28.35,0.0,70.812
PILINUTS-CANARYTREE,"PILINUTS-CANARYTREE,DRIED",3.98,0.0,0.0,719.0,10.8,81.0,0.0,120.0,28.0,76.018
NUTS,"NUTS,PINE NUTS,DRIED",13.08,0.0,3.700000048,673.0,13.69,23.0,3.589999914,135.08,28.0,57.734
PINE NUTS,"PINE NUTS,PINYON,DRIED",19.3,0.0,10.69999981,629.0,11.57,43.0,0.0,28.35,1.0,57.986999999999995
PISTACHIO NUTS,"PISTACHIO NUTS,RAW",27.97,0.0,10.30000019,557.0,20.61,47.0,7.639999866,122.53,28.0,42.214
WALNUTS,"WALNUTS,BLACK,DRIED",9.91,0.0,6.8000001910000005,618.0,24.06,76.0,1.100000024,125.0,8.0,53.44900000000001
COTTONSEED KRNLS,"COTTONSEED KRNLS,RSTD (GLANDLESS)",21.9,0.0,5.5,506.0,32.59,0.0,0.0,149.0,10.0,34.686
SISYMBRIUM SP. SEEDS,"SISYMBRIUM SP. SEEDS,WHL,DRIED",58.26,0.0,0.0,318.0,12.14,0.0,0.0,74.0,28.0,4.4110000000000005
LOTUS SEEDS,"LOTUS SEEDS,RAW",17.28,0.0,0.0,89.0,4.13,47.0,0.0,28.35,0.0,0.504
SEEDS,"SEEDS,FLAXSEED",28.88,0.0,27.29999924,534.0,18.29,0.0,1.5499999519999998,167.71,10.0,39.92
NUTS,"NUTS,MXD NUTS,W/ PNUTS,OIL RSTD,W/ SALT ADDED",21.41,0.0,9.0,617.0,16.76,0.0,4.28000021,142.0,28.0,53.718999999999994
BEEF,"BEEF,GRASS-FED,STRIP STEAKS,LN,RAW",0.0,55.0,0.0,117.0,23.07,34.0,0.0,214.16,0.0,2.135
ENGY DRK,"ENGY DRK,RED BULL,W/ ADD CAFFEINE,NIACIN,PANTO,VIT B6 & B12",10.94,0.0,0.0,45.0,0.25,0.0,10.06000042,255.25,0.0,0.0
CAROB-FLAVOR BEV MIX,"CAROB-FLAVOR BEV MIX,PDR",93.3,0.0,8.0,372.0,1.8,0.0,0.0,12.0,0.0,0.158
CHOCOLATE-FLAVOR BEV MIX,"CHOCOLATE-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",11.91,9.0,0.400000006,85.0,3.23,0.0,12.10000038,266.0,0.0,2.875
CHOCOLATE SYRUP,"CHOCOLATE SYRUP,PREP W/ WHL MILK",12.78,9.0,0.300000012,90.0,3.07,0.0,11.31000042,282.0,0.0,2.593
COCOA MIX,"COCOA MIX,PDR",83.73,0.0,3.700000048,398.0,6.67,0.0,65.55000305,28.35,0.0,3.8160000000000003
COFFEE,"COFFEE,BREWED,ESPRESSO,REST-PREP",0.0,0.0,0.0,2.0,0.12,0.0,0.0,29.6,0.0,0.184
CRANBERRY-APRICOT JUC DRK,"CRANBERRY-APRICOT JUC DRK,BTLD",16.2,0.0,0.100000001,64.0,0.2,0.0,0.0,245.0,31.0,0.0
CRANBERRY JUC COCKTAIL,"CRANBERRY JUC COCKTAIL,BTLD",13.52,0.0,0.0,54.0,0.0,0.0,11.86999989,253.0,32.0,0.087
GRAPE DRINK,"GRAPE DRINK,CANNED",15.75,0.0,0.0,61.0,0.0,0.0,13.06000042,250.0,31.0,0.0
LEMONADE,"LEMONADE,POWDER",94.44,0.0,0.0,389.0,0.0,0.0,94.44000244,18.0,218.0,0.0
LIMEADE,"LIMEADE,FRZ CONC",62.32,0.0,0.0,247.0,0.0,0.0,59.95999908,36.4,437.0,0.0
MALTED DRK MIX,"MALTED DRK MIX,NAT,PDR",71.21,24.0,0.100000001,428.0,14.29,0.0,47.61999893,21.0,0.0,8.347999999999999
ORANGE DRK,"ORANGE DRK,CND,W/ ADDED VIT C",12.34,0.0,0.0,49.0,0.0,0.0,11.02999973,248.0,31.0,0.006999999999999999
ORANGE&APRICOT JUC DRK,"ORANGE&APRICOT JUC DRK,CND",12.7,0.0,0.100000001,51.0,0.3,0.0,12.06000042,250.0,31.0,0.063
STRAWBERRY-FLAVOR BEV MIX,"STRAWBERRY-FLAVOR BEV MIX,PDR",99.1,0.0,0.0,389.0,0.1,0.0,95.44999695,22.0,0.0,0.0
TEA,"TEA,INST,UNSWTND,PDR",58.66,0.0,8.5,315.0,20.21,0.0,5.53000021,0.7,0.0,0.0
ORANGE-FLAVOR DRK,"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR",98.94,0.0,0.400000006,386.0,0.0,0.0,92.30999756,26.0,0.0,0.0
CARB BEV,"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF",0.29,0.0,0.0,2.0,0.11,0.0,0.0,29.6,355.0,0.0
DAIRY DRK MIX,"DAIRY DRK MIX,CHOC,RED CAL,W/ASPRT,PDR",51.4,24.0,9.399999618999999,329.0,25.0,0.0,32.93999863,21.3,0.0,2.428
SHAKE,"SHAKE,FAST FD,STRAWBERRY",18.9,11.0,0.400000006,113.0,3.4,0.0,0.0,23.52,282.0,1.734
DRINK MIX,"DRINK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR",94.11,0.0,0.0,388.0,0.0,0.0,80.5,207.3,23.0,0.0
QUAKER OATS,"QUAKER OATS,PROPEL FITNESS H2O,FRUIT-FLAVORED,NON-CARBONATED",1.22,0.0,0.0,5.0,0.0,0.0,1.2200000290000002,29.64,501.0,0.0
ANCHOVY,"ANCHOVY,EUROPEAN,RAW",0.0,60.0,0.0,131.0,20.35,0.0,0.0,85.0,0.0,4.101
BASS,"BASS,STRIPED,RAW",0.0,80.0,0.0,97.0,17.73,0.0,0.0,159.0,85.0,1.9509999999999998
BLUEFISH,"BLUEFISH,RAW",0.0,59.0,0.0,124.0,20.04,0.0,0.0,150.0,85.0,3.768
BURBOT,"BURBOT,RAW",0.0,60.0,0.0,90.0,19.31,0.0,0.0,116.0,85.0,0.593
CARP,"CARP,RAW",0.0,66.0,0.0,127.0,17.83,0.0,0.0,218.0,85.0,4.8420000000000005
CATFISH,"CATFISH,CHANNEL,WILD,RAW",0.0,58.0,0.0,95.0,16.38,0.0,0.0,159.0,85.0,2.431
CAVIAR,"CAVIAR,BLACK&RED,GRANULAR",4.0,588.0,0.0,252.0,24.6,0.0,0.0,16.0,28.0,16.096
CISCO,"CISCO,RAW",0.0,50.0,0.0,98.0,18.99,0.0,0.0,79.0,85.0,1.5030000000000001
COD,"COD,ATLANTIC,RAW",0.0,43.0,0.0,82.0,17.81,0.0,0.0,231.0,85.0,0.456
CROAKER,"CROAKER,ATLANTIC,RAW",0.0,61.0,0.0,104.0,17.78,0.0,0.0,79.0,85.0,2.701
CUSK,"CUSK,RAW",0.0,41.0,0.0,87.0,18.99,0.0,0.0,122.0,85.0,0.5
DOLPHINFISH,"DOLPHINFISH,RAW",0.0,73.0,0.0,85.0,18.5,0.0,0.0,204.0,85.0,0.474
DRUM,"DRUM,FRESHWATER,RAW",0.0,64.0,0.0,119.0,17.54,0.0,0.0,198.0,85.0,4.463
FISH PORTIONS&STKS,"FISH PORTIONS&STKS,FRZ,PREHTD",21.18,32.0,1.399999976,249.0,11.04,0.0,2.5,57.0,28.0,12.669
FLATFISH (FLOUNDER&SOLE SP),"FLATFISH (FLOUNDER&SOLE SP),RAW",0.0,48.0,0.0,91.0,18.84,0.0,0.0,28.35,163.0,0.845
FLATFISH (FLOUNDER&SOLE SP),"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT",0.0,68.0,0.0,117.0,24.16,0.0,0.0,127.0,85.0,1.285
GEFILTEFISH,"GEFILTEFISH,COMM,SWT RECIPE",7.41,30.0,0.0,84.0,9.07,0.0,0.0,42.0,0.0,1.521
GROUPER,"GROUPER,MIXED SPECIES,RAW",0.0,37.0,0.0,92.0,19.38,0.0,0.0,259.0,85.0,0.7559999999999999
HALIBUT,"HALIBUT,ATLANTIC&PACIFIC,RAW",0.0,32.0,0.0,110.0,20.81,0.0,0.0,204.0,85.0,1.805
HERRING,"HERRING,ATLANTIC,RAW",0.0,60.0,0.0,158.0,17.96,0.0,0.0,28.35,184.0,7.909
LING,"LING,RAW",0.0,40.0,0.0,87.0,18.99,0.0,0.0,193.0,85.0,0.43
MACKEREL,"MACKEREL,ATLANTIC,RAW",0.0,70.0,0.0,205.0,18.6,0.0,0.0,112.0,85.0,12.062999999999999
MONKFISH,"MONKFISH,RAW",0.0,25.0,0.0,76.0,14.48,0.0,0.0,85.0,0.0,1.19
MULLET,"MULLET,STRIPED,RAW",0.0,49.0,0.0,117.0,19.35,0.0,0.0,28.35,119.0,2.909
OCEAN PERCH,"OCEAN PERCH,ATLANTIC,RAW",0.0,42.0,0.0,94.0,18.62,0.0,0.0,28.35,64.0,1.296
POUT,"POUT,OCEAN,RAW",0.0,52.0,0.0,79.0,16.64,0.0,0.0,176.0,85.0,0.6809999999999999
PIKE,"PIKE,NORTHERN,RAW",0.0,39.0,0.0,88.0,19.26,0.0,0.0,198.0,85.0,0.47700000000000004
POLLOCK,"POLLOCK,ATLANTIC,RAW",0.0,71.0,0.0,92.0,19.44,0.0,0.0,193.0,85.0,0.73
POMPANO,"POMPANO,FLORIDA,RAW",0.0,50.0,0.0,164.0,18.48,0.0,0.0,28.35,112.0,7.232
ROCKFISH,"ROCKFISH,PACIFIC,MXD SP,RAW",0.0,35.0,0.0,94.0,18.75,0.0,0.0,191.0,85.0,1.182
ROE,"ROE,MIXED SPECIES,RAW",1.5,374.0,0.0,143.0,22.32,0.0,0.0,14.0,28.0,5.773
ROUGHY,"ROUGHY,ORANGE,RAW",0.0,60.0,0.0,76.0,16.41,0.0,0.0,85.0,0.0,0.363
SABLEFISH,"SABLEFISH,RAW",0.0,49.0,0.0,195.0,13.41,0.0,0.0,193.0,85.0,13.3
SALMON,"SALMON,ATLANTIC,WILD,RAW",0.0,55.0,0.0,142.0,19.84,0.0,0.0,198.0,85.0,5.6229999999999976
SARDINE,"SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE",0.0,142.0,0.0,208.0,24.62,0.0,0.0,149.0,28.0,10.545
SCUP,"SCUP,RAW",0.0,52.0,0.0,105.0,18.88,0.0,0.0,166.0,28.0,2.23
SEATROUT,"SEATROUT,MXD SP,RAW",0.0,83.0,0.0,104.0,16.74,0.0,0.0,238.0,85.0,2.6180000000000003
SHAD,"SHAD,AMERICAN,RAW",0.0,75.0,0.0,197.0,16.93,0.0,0.0,184.0,85.0,12.118000000000002
SHARK,"SHARK,MIXED SPECIES,RAW",0.0,51.0,0.0,130.0,20.98,0.0,0.0,0.0,0.0,3.928
SHEEPSHEAD,"SHEEPSHEAD,RAW",0.0,50.0,0.0,108.0,20.21,0.0,0.0,238.0,85.0,1.855
SMELT,"SMELT,RAINBOW,RAW",0.0,70.0,0.0,97.0,17.63,0.0,0.0,85.0,0.0,1.978
SNAPPER,"SNAPPER,MIXED SPECIES,RAW",0.0,37.0,0.0,100.0,20.51,0.0,0.0,218.0,85.0,0.995
SNAPPER,"SNAPPER,MXD SP,CKD,DRY HEAT",0.0,47.0,0.0,128.0,26.3,0.0,0.0,170.0,85.0,1.275
SPOT,"SPOT,RAW",0.0,60.0,0.0,123.0,18.51,0.0,0.0,64.0,85.0,3.87
STURGEON,"STURGEON,MXD SP,RAW",0.0,60.0,0.0,105.0,16.14,0.0,0.0,85.0,0.0,3.5439999999999996
STURGEON,"STURGEON,MXD SP,CKD,DRY HEAT",0.0,77.0,0.0,135.0,20.7,0.0,0.0,136.0,28.0,4.544
STURGEON,"STURGEON,MXD SP,SMOKED",0.0,80.0,0.0,173.0,31.2,0.0,0.0,28.35,85.0,3.829
SUCKER,"SUCKER,WHITE,RAW",0.0,41.0,0.0,92.0,16.76,0.0,0.0,159.0,85.0,1.965
SUNFISH,"SUNFISH,PUMPKIN SEED,RAW",0.0,67.0,0.0,89.0,19.4,0.0,0.0,48.0,85.0,0.502
SWORDFISH,"SWORDFISH,RAW",0.0,39.0,0.0,121.0,19.8,0.0,0.0,136.0,85.0,3.5639999999999996
SWORDFISH,"SWORDFISH,COOKED,DRY HEAT",0.0,50.0,0.0,155.0,25.39,0.0,0.0,106.0,85.0,4.569
TILEFISH,"TILEFISH,RAW",0.0,50.0,0.0,96.0,17.5,0.0,0.0,193.0,85.0,1.611
TILEFISH,"TILEFISH,COOKED,DRY HEAT",0.0,64.0,0.0,147.0,24.49,0.0,0.0,150.0,85.0,3.446
TROUT,"TROUT,MIXED SPECIES,RAW",0.0,58.0,0.0,148.0,20.77,0.0,0.0,79.0,85.0,5.902
TROUT,"TROUT,RAINBOW,WILD,RAW",0.0,59.0,0.0,119.0,20.48,0.0,0.0,159.0,85.0,3.088
TROUT,"TROUT,RAINBOW,WILD,CKD,DRY HEAT",0.0,69.0,0.0,150.0,22.92,0.0,0.0,143.0,85.0,5.1960000000000015
TUNA,"TUNA,FRESH,BLUEFIN,RAW",0.0,38.0,0.0,144.0,23.33,0.0,0.0,85.0,0.0,4.290000000000001
TUNA,"TUNA,FRSH,BLUEFIN,CKD,DRY HEAT",0.0,49.0,0.0,184.0,29.91,0.0,0.0,85.0,0.0,5.5089999999999995
TUNA,"TUNA,LT,CND IN OIL,DRND SOL",0.0,18.0,0.0,198.0,29.13,0.0,0.0,146.0,28.0,7.3679999999999986
TUNA,"TUNA,LT,CND IN H2O,DRND SOL",0.0,30.0,0.0,116.0,25.51,0.0,0.0,154.0,28.0,0.73
TUNA,"TUNA,FRESH,SKIPJACK,RAW",0.0,47.0,0.0,103.0,22.0,0.0,0.0,198.0,85.0,0.833
TUNA,"TUNA,WHITE,CND IN OIL,DRND SOL",0.0,31.0,0.0,186.0,26.53,0.0,0.0,178.0,85.0,7.5139999999999985
TUNA,"TUNA,WHITE,CND IN H2O,DRND SOL",0.0,42.0,0.0,128.0,23.62,0.0,0.0,172.0,85.0,2.685
TUNA,"TUNA,FRESH,YELLOWFIN,RAW",0.0,45.0,0.0,108.0,23.38,0.0,0.0,28.35,16.0,0.6729999999999999
TURBOT,"TURBOT,EUROPEAN,RAW",0.0,48.0,0.0,95.0,16.05,0.0,0.0,204.0,85.0,2.24
WHITEFISH,"WHITEFISH,MXD SP,RAW",0.0,60.0,0.0,134.0,19.09,0.0,0.0,198.0,85.0,5.050999999999998
