,source,target
407, teen 1 1 2 3 3 poor triceps, Machine Dips Towel Triceps Pushdown Overhead Single Arm Dumbbell Tricep Extension Lying Single Dumbbell Triceps Extension
408, teen 1 1 2 3 3 poor biceps, Alternating Hammer Curl Hammer Curl Seated Alternating Curl Bicep Curl
409, teen 1 1 2 3 3 poor shoulders, Dumbbell Front Raise Dumbbell Twisting Shoulder Press Arnold Dumbbell Press Smith Machine Shoulder Press Kneeling Single Arm Cable Rear Delt Raise
410, teen 1 1 2 3 3 poor chest, Twisting Dumbbell Bench Press Dumbbell Fly Machine Bench Press Pec Deck
411, teen 1 1 2 3 3 poor legs, Forward Lunge Single Leg Dumbbell Squat Single Leg Hip Lift Bent Knee Single Leg Hip Lift Barbell Hack Squat
412, teen 1 1 2 3 3 poor back, Superman Single Arm Lat Pulldown Reverse Grip Lat Pullown Single Arm Cable Row
413, teen 1 1 2 3 3 poor calves, Seated Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Dumbbell Calf Raise Single Leg Calf Press
414, teen 1 1 3 1 1 poor abdominals, Heel Touch Side Plank (hip lift) Bent Knee Crunch Cross Crunch
415, teen 1 1 3 1 1 poor triceps, Overhead Single Arm Dumbbell Tricep Extension Overhead Dumbbell Triceps Extension Assisted Dips Dumbbell Kickback
416, teen 1 1 3 1 1 poor biceps, Alternating Dumbbell Curl Seated Dumbbell Curl Seated Alternating Hammer Curl Barbell Curl
417, teen 1 1 3 1 1 poor shoulders, Dumbbell Lateral Raise Dumbbell Alternating Shoulder Press Machine Shoulder Press Lying Dumbbell External Rotation
418, teen 1 1 3 1 1 poor chest, Twisting Dumbbell Bench Press Dumbbell Fly Dumbbell Bench Press Pec Deck
419, teen 1 1 3 1 1 poor legs, Leg Extension Dumbbell Lunge Lateral Step Up Forward Lunge
420, teen 1 1 3 1 1 poor back, Bent Over Barbell Row Single Arm Lat Pulldown Reverse Grip Lat Pullown V Bar Pull Up Bent Over Reverse Grip Barbell Row
421, teen 1 1 3 1 1 poor calves, Calf Press Calf Raise   Standing Calf Raise   Seated Dumbbell Calf Raise
422, teen 1 1 3 1 2 poor abdominals, Front Plank (from knees) V Up Crunch Heel Touch
423, teen 1 1 3 1 2 poor triceps, Machine Dips Single Arm Towel Triceps Pushdown Tricep Extensions Dumbbell Kickback
424, teen 1 1 3 1 2 poor biceps, Dumbbell Curl Alternating Hammer Curl Bicep Curl Machine Curl
425, teen 1 1 3 1 2 poor shoulders, Cable External Rotation Cable Front Raise Cable Lateral Raise Bent Over Dumbbell Rear Delt Raise
426, teen 1 1 3 1 2 poor chest, Pec Deck Wide Grip Push Up Machine Bench Press Pec Deck Fly
427, teen 1 1 3 1 2 poor legs, Reverse Lunge Dumbbell Step Up Dumbbell Squat Lateral Step Up
428, teen 1 1 3 1 2 poor back, Seated Cable Row Rope Cable Row Standing Single Arm Cable Row Inverted Pull Up Bent Over Reverse Grip Barbell Row
429, teen 1 1 3 1 2 poor calves, Calf Raise   Seated Calf Press Dumbbell Calf Raise Calf Raise   Standing
430, teen 1 1 3 1 3 poor abdominals, Crunch Bent Knee Crunch Heel Touch V Up
431, teen 1 1 3 1 3 poor triceps, Tricep Extensions Overhead Single Arm Dumbbell Tricep Extension Lying Tricep Extensions Lying Single Dumbbell Triceps Extension
432, teen 1 1 3 1 3 poor biceps, Dumbbell Curl Alternating Dumbbell Curl Machine Curl Barbell Curl
433, teen 1 1 3 1 3 poor shoulders, Lying Dumbbell Rear Delt Raise Dumbbell Twisting Shoulder Press Pec Deck Real Delt Extensions Smith Machine Shoulder Press Reverse Incline Dumbbell Rear Delt Raise
434, teen 1 1 3 1 3 poor chest, Dumbbell Bench Press Kneeling Push Up Dumbbell Fly Machine Vertical Bench Press
435, teen 1 1 3 1 3 poor legs, Forward Lunge Lunge Leg Extension Lying Leg Curl
436, teen 1 1 3 1 3 poor back, Bent Over Barbell Row Standing Single Arm Cable Row Bent Over Long Barbell Row Bent Over Reverse Grip Barbell Row Reverse Grip Pull Up
437, teen 1 1 3 1 3 poor calves, Calf Press Calf Raise   Seated Seated Calf Raise Calf Raise   Standing
438, teen 1 1 3 2 1 poor abdominals, Reverse Crunch Bent Knee Crunch Bent Knee Sit Up Heel Touch
439, teen 1 1 3 2 1 poor triceps, Towel Triceps Pushdown V Bar Tricep Pushdown Dumbbell Kickback Overhead Single Arm Dumbbell Tricep Extension
440, teen 1 1 3 2 1 poor biceps, Seated Alternating Curl Alternating Hammer Curl Alternating Dumbbell Curl Barbell Curl
441, teen 1 1 3 2 1 poor shoulders, Lying Single Arm Dumbbell Rear Delt Raise Lying Dumbbell External Rotation Dumbbell Front Raise Lying Dumbbell Rear Delt Raise
442, teen 1 1 3 2 1 poor chest, Kneeling Push Up Push Up Pec Deck Machine Bench Press
443, teen 1 1 3 2 1 poor legs, Leg Curl Barbell Reverse Lunge Walking Lunge Lateral Barbell Squat
444, teen 1 1 3 2 1 poor back, Quadruped Alternating Superman Rope Cable Row Bent Over Long Barbell Row Inverted Pull Up V Bar Pull Up
445, teen 1 1 3 2 1 poor calves, Seated Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
446, teen 1 1 3 2 2 poor abdominals, V Up Crunch Front Plank (from knees) Bent Knee Sit Up
447, teen 1 1 3 2 2 poor triceps, Tricep Pushdown Single Arm Towel Triceps Pushdown Kneeling Cable Triceps Extension Lying Tricep Extensions
448, teen 1 1 3 2 2 poor biceps, Alternating Dumbbell Curl Single Arm Dumbbell Curl   Incline Bench Seated Dumbbell Curl Seated Alternating Curl
449, teen 1 1 3 2 2 poor shoulders, Front Plate Raise Pec Deck Real Delt Extensions Cable Lateral Raise Barbell Front Raise
450, teen 1 1 3 2 2 poor chest, Kneeling Push Up Machine Bench Press Twisting Dumbbell Bench Press Wide Grip Push Up
451, teen 1 1 3 2 2 poor legs, Lying Leg Curl Single Leg Dumbbell Squat Single Arm Dumbbell Side Squat Single Leg Hip Lift
452, teen 1 1 3 2 2 poor back, Single Arm Dumbbell Row Bent Over Alternating Dumbbell Row Single Arm Cable Row Reverse Grip Pull Up Reverse Incline Dumbbell Row
453, teen 1 1 3 2 2 poor calves, Seated Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
454, teen 1 1 3 2 3 poor abdominals, Cross Crunch Alternating Heel Touch Side Plank (hip lift) Crunch
455, teen 1 1 3 2 3 poor triceps, Single Arm Towel Triceps Pushdown Tricep Pushdown Overhead Dumbbell Triceps Extension Machine Dips
456, teen 1 1 3 2 3 poor biceps, Seated Alternating Hammer Curl Alternating Dumbbell Curl Alternating Hammer Curl Dumbbell Curl
457, teen 1 1 3 2 3 poor shoulders, Machine Shoulder Press Cable Front Raise Dumbbell Twisting Shoulder Press Reverse Incline Dumbbell Rear Delt Raise Barbell Shoulder Press
458, teen 1 1 3 2 3 poor chest, Twisting Dumbbell Bench Press Machine Bench Press Dumbbell Fly Pec Deck Fly
459, teen 1 1 3 2 3 poor legs, Lunge Smith Machine Squat Barbell Reverse Lunge Diagonal Lunge
460, teen 1 1 3 2 3 poor back, Machine Row Rope Cable Row Bent Over Alternating Dumbbell Row Bent Over Single Arm Long Barbell Row Inverted Pull Up
461, teen 1 1 3 2 3 poor calves, Calf Raise   Seated Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
462, teen 1 1 3 3 1 poor abdominals, Cross Crunch Heel Touch Alternating Heel Touch Crunch
463, teen 1 1 3 3 1 poor triceps, Tricep Extensions Machine Dips Lying Single Arm Dumbbell Triceps Extension Kneeling Cable Triceps Extension
464, teen 1 1 3 3 1 poor biceps, Seated Alternating Hammer Curl Barbell Curl Single Arm Dumbbell Curl   Incline Bench Seated Alternating Curl
465, teen 1 1 3 3 1 poor shoulders, Lying Dumbbell Rear Delt Raise Single Arm Dumbbell Shoulder Press Seated Dumbbell Rear Delt Raise Dumbbell Alternating Shoulder Press
466, teen 1 1 3 3 1 poor chest, Machine Vertical Bench Press Chest Press Kneeling Push Up Twisting Dumbbell Bench Press
467, teen 1 1 3 3 1 poor legs, Forward Lunge Dumbbell Reverse Lunge Alternating Leg Extension Single Leg Barbell Squat Dumbbell Walking Lunge
468, teen 1 1 3 3 1 poor back, Bent Over Hammer Dumbbell Row Rope Cable Row Reverse Grip Lat Pullown Inverted Pull Up Reverse Grip Pull Up
469, teen 1 1 3 3 1 poor calves, Seated Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Dumbbell Calf Raise Barbell Calf Raise
470, teen 1 1 3 3 2 poor abdominals, Cross Crunch Bent Knee Sit Up Crunch Bent Knee Crunch
471, teen 1 1 3 3 2 poor triceps, Lying Tricep Extensions Tricep Pushdown Overhead Single Arm Dumbbell Tricep Extension Dumbbell Kickback
472, teen 1 1 3 3 2 poor biceps, Machine Curl Seated Alternating Curl Seated Dumbbell Curl Barbell Curl
473, teen 1 1 3 3 2 poor shoulders, Dumbbell Alternating Shoulder Press Arnold Dumbbell Press Bent Over Dumbbell Rear Delt Raise Dumbbell Twisting Shoulder Press
474, teen 1 1 3 3 2 poor chest, Dumbbell Fly Wide Grip Push Up Machine Bench Press Pec Deck Fly
475, teen 1 1 3 3 2 poor legs, Reverse Lunge Single Arm Dumbbell Side Squat Elevated Hip Lift Dumbbell Split Squat Dumbbell Walking Lunge
476, teen 1 1 3 3 2 poor back, Alternating Superman Single Arm Cable Row Bent Over Long Barbell Row Reverse Incline Dumbbell Row Bent Over Single Arm Long Barbell Row
477, teen 1 1 3 3 2 poor calves, Calf Press Smith Machine Calf Raise Seated Single Leg Calf Raise Barbell Calf Raise Single Leg Dumbbell Calf Raise
478, teen 1 1 3 3 3 poor abdominals, V Up Reverse Crunch Front Plank (from knees) Side Plank (hip lift)
479, teen 1 1 3 3 3 poor triceps, Assisted Dips Overhead Single Dumbbell Tricep Extension Towel Triceps Pushdown Tricep Extensions
480, teen 1 1 3 3 3 poor biceps, Bicep Curl Seated Alternating Hammer Curl Seated Dumbbell Curl Seated Hammer Curl
481, teen 1 1 3 3 3 poor shoulders, Single Arm Dumbbell Shoulder Press Pec Deck Real Delt Extensions Seated Dumbbell Rear Delt Elbow Raise Reverse Incline Dumbbell Rear Delt Raise Barbell Shoulder Press
482, teen 1 1 3 3 3 poor chest, Twisting Dumbbell Bench Press Dumbbell Push Up Dumbbell Bench Press Chest Press
483, teen 1 1 3 3 3 poor legs, Lateral Step Up Walking Lunge Lying Single Leg Curl Elevated Single Leg Hip Lift Lateral Barbell Step Up
484, teen 1 1 3 3 3 poor back, Alternating Superman Standing Single Arm Cable Row Single Arm Cable Row Reverse Grip Pull Up Inverted Pull Up
485, teen 1 1 3 3 3 poor calves, Calf Raise   Seated Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Calf Press Barbell Calf Raise
486, teen 1 2 1 1 1 poor abdominals, Heel Touch Weighted V Up Side Plank (from knees) Front Plank (from toes)
487, teen 1 2 1 1 1 poor triceps, Lying Single Dumbbell Triceps Extension Lying Single Arm Dumbbell Triceps Extension Overhead Single Arm Dumbbell Tricep Extension Tricep Pushdown
488, teen 1 2 1 1 1 poor biceps, Barbell Curl Seated Alternating Curl Seated Dumbbell Curl Seated Hammer Curl
489, teen 1 2 1 1 1 poor shoulders, Dumbbell Alternating Shoulder Press Single Arm Dumbbell Shoulder Press Dumbbell Front Raise Dumbbell Lateral Raise
490, teen 1 2 1 1 1 poor chest, Dumbbell Fly Chest Press Machine Vertical Bench Press Kneeling Push Up
491, teen 1 2 1 1 1 poor legs, Lateral Step Up Leg Curl Dumbbell Lunge Seated Leg Curl
492, teen 1 2 1 1 1 poor back, Machine Row Bent Over Hammer Dumbbell Row Standing Cable Row Bent Over Barbell Row
493, teen 1 2 1 1 1 poor calves, Seated Calf Raise Dumbbell Calf Raise Calf Press Calf Raise   Standing
494, teen 1 2 1 1 2 poor abdominals, V Up Weighted V Up Kneeling Ab Rollout Side Plank (from knees)
495, teen 1 2 1 1 2 poor triceps, Tricep Pushdown Kneeling Cable Triceps Extension Single Arm Towel Triceps Pushdown Overhead Dumbbell Triceps Extension
496, teen 1 2 1 1 2 poor biceps, Single Arm Barbell Curl Machine Curl Hammer Curl Alternating Hammer Curl
497, teen 1 2 1 1 2 poor shoulders, Dumbbell Front Raise Cable Lateral Raise Seated Dumbbell Rear Delt Elbow Raise Dumbbell Twisting Shoulder Press
498, teen 1 2 1 1 2 poor chest, Push Up Twisting Dumbbell Bench Press Pec Deck Fly Dumbbell Bench Press
499, teen 1 2 1 1 2 poor legs, Lateral Squat Hip Lift Seated Leg Curl Barbell Squat
500, teen 1 2 1 1 2 poor back, Bent Over Hammer Dumbbell Row Alternating Superman Seated Row Lat Pulldown
501, teen 1 2 1 1 2 poor calves, Calf Raise   Seated Dumbbell Calf Raise Calf Press Seated Calf Raise
502, teen 1 2 1 1 3 poor abdominals, Side Plank (hip lift) Weighted V Up Side Plank (from knees) Weighted Crunch
503, teen 1 2 1 1 3 poor triceps, Tricep Pushdown Machine Dips Lying Single Dumbbell Triceps Extension Tricep Pushdown
504, teen 1 2 1 1 3 poor biceps, Barbell Curl Hammer Curl Single Arm Barbell Curl Alternating Dumbbell Curl
505, teen 1 2 1 1 3 poor shoulders, Lying Dumbbell External Rotation Single Arm Cable Lateral Raise Arnold Dumbbell Press Kneeling Single Arm Cable Rear Delt Raise Bent Over Cable Rear Delt Raise
506, teen 1 2 1 1 3 poor chest, Dumbbell Bench Press Chest Press Pec Deck Dumbbell Fly
507, teen 1 2 1 1 3 poor legs, Lying Leg Curl Hip Lift Leg Press Leg Extension
508, teen 1 2 1 1 3 poor back, Alternating Superman Lat Pulldown Machine Row Assisted Pull Up
509, teen 1 2 1 1 3 poor calves, Calf Raise   Standing Seated Calf Raise Calf Press Dumbbell Calf Raise
510, teen 1 2 1 2 1 poor abdominals, Side Plank (hip lift) Weighted V Up Front Plank (from toes) Weighted Crunch
511, teen 1 2 1 2 1 poor triceps, Kneeling Cable Triceps Extension Single Arm Towel Triceps Pushdown Assisted Dips Lying Tricep Extensions
512, teen 1 2 1 2 1 poor biceps, Alternating Dumbbell Curl Dumbbell Curl Hammer Curl Seated Alternating Curl
513, teen 1 2 1 2 1 poor shoulders, Machine Shoulder Press Dumbbell Lateral Raise Seated Dumbbell Rear Delt Raise Lying Dumbbell External Rotation
514, teen 1 2 1 2 1 poor chest, Kneeling Push Up Machine Bench Press Wide Grip Push Up Pec Deck
515, teen 1 2 1 2 1 poor legs, Leg Press Barbell Side Lunge Alternating Leg Extension Diagonal Lunge
516, teen 1 2 1 2 1 poor back, Machine Row Bent Over Dumbbell Row Alternating Superman Superman
517, teen 1 2 1 2 1 poor calves, Calf Raise   Standing Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
518, teen 1 2 1 2 2 poor abdominals, Reverse Crunch Front Plank (from toes) Weighted Crunch Side Plank (from knees)
519, teen 1 2 1 2 2 poor triceps, Lying Tricep Extensions Overhead Single Dumbbell Tricep Extension Towel Triceps Pushdown Machine Dips
520, teen 1 2 1 2 2 poor biceps, Kneeling Cable Curl Single Arm Dumbbell Curl   Incline Bench Alternating Dumbbell Curl Seated Alternating Curl
521, teen 1 2 1 2 2 poor shoulders, Cable External Rotation Arnold Dumbbell Press Single Arm Cable Lateral Raise Seated Dumbbell Rear Delt Elbow Raise
522, teen 1 2 1 2 2 poor chest, Dumbbell Push Up Kneeling Push Up Dumbbell Fly Chest Press
523, teen 1 2 1 2 2 poor legs, Barbell Squat Elevated Hip Lift Lying Single Leg Curl Smith Machine Squat
524, teen 1 2 1 2 2 poor back, Machine Row Standing Cable Row Back Raise Seated Row
525, teen 1 2 1 2 2 poor calves, Calf Press Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
526, teen 1 2 1 2 3 poor abdominals, Sit Up Kneeling Ab Rollout Weighted V Up Side Plank (from knees)
527, teen 1 2 1 2 3 poor triceps, Tricep Pushdown Kneeling Cable Triceps Extension Assisted Dips Single Arm Towel Triceps Pushdown
528, teen 1 2 1 2 3 poor biceps, Bicep Curl Single Arm Barbell Curl Dumbbell Curl Seated Dumbbell Curl
529, teen 1 2 1 2 3 poor shoulders, Single Arm Dumbbell Shoulder Press Seated Dumbbell Rear Delt Elbow Raise Arnold Dumbbell Press Bent Over Cable Rear Delt Raise Smith Machine Shoulder Press
530, teen 1 2 1 2 3 poor chest, Dumbbell Fly Dumbbell Bench Press Dumbbell Push Up Pec Deck
531, teen 1 2 1 2 3 poor legs, Hip Lift Single Leg Dumbbell Squat Single Leg Extension Barbell Side Lunge
532, teen 1 2 1 2 3 poor back, Seated Cable Row Single Arm Dumbbell Row Close Grip Lat Pulldown Back Raise
533, teen 1 2 1 2 3 poor calves, Calf Raise   Seated Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
534, teen 1 2 1 3 1 poor abdominals, Side Plank (hip lift) Front Plank (from toes) Kneeling Ab Rollout Weighted V Up
535, teen 1 2 1 3 1 poor triceps, Overhead Single Arm Dumbbell Tricep Extension Assisted Dips Tricep Extensions V Bar Tricep Pushdown
536, teen 1 2 1 3 1 poor biceps, Kneeling Cable Curl Single Arm Barbell Curl Seated Alternating Curl Hammer Curl
537, teen 1 2 1 3 1 poor shoulders, Single Arm Dumbbell Shoulder Press Machine Shoulder Press Dumbbell Front Raise Front Plate Raise
538, teen 1 2 1 3 1 poor chest, Machine Bench Press Chest Press Dumbbell Bench Press Pec Deck Fly
539, teen 1 2 1 3 1 poor legs, Leg Curl Smith Machine Squat Barbell Side Lunge Barbell Step Up Barbell Walking Lunge
540, teen 1 2 1 3 1 poor back, Seated Row Close Grip Lat Pulldown Standing Cable Row Back Raise
541, teen 1 2 1 3 1 poor calves, Seated Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Dumbbell Calf Raise Single Leg Calf Press
542, teen 1 2 1 3 2 poor abdominals, V Up Weighted V Up Weighted Crunch Kneeling Ab Rollout
543, teen 1 2 1 3 2 poor triceps, Tricep Pushdown Overhead Single Arm Dumbbell Tricep Extension V Bar Tricep Pushdown Lying Single Arm Dumbbell Triceps Extension
544, teen 1 2 1 3 2 poor biceps, Dumbbell Curl Seated Dumbbell Curl Seated Alternating Curl Bicep Curl
545, teen 1 2 1 3 2 poor shoulders, Front Plate Raise Dumbbell Shoulder Press Pec Deck Real Delt Extensions Cable Front Raise
546, teen 1 2 1 3 2 poor chest, Wide Grip Push Up Dumbbell Fly Dumbbell Bench Press Pec Deck Fly
547, teen 1 2 1 3 2 poor legs, Seated Leg Curl Dumbbell Reverse Lunge Single Leg Dumbbell Squat Single Arm Barbell Side Squat Barbell Diagonal Lunge
548, teen 1 2 1 3 2 poor back, One Arm Dumbbell Row Bent Over Barbell Row Single Arm Dumbbell Row Alternating Superman
549, teen 1 2 1 3 2 poor calves, Calf Press Smith Machine Calf Raise Smith Machine Calf Raise Single Leg Dumbbell Calf Raise Barbell Calf Raise
550, teen 1 2 1 3 3 poor abdominals, Front Plank (from knees) Front Plank (from toes) Side Plank (from knees) Weighted Crunch
551, teen 1 2 1 3 3 poor triceps, Towel Triceps Pushdown Overhead Single Dumbbell Tricep Extension Tricep Pushdown Tricep Pushdown
552, teen 1 2 1 3 3 poor biceps, Dumbbell Curl Seated Dumbbell Curl Barbell Curl Alternating Hammer Curl
553, teen 1 2 1 3 3 poor shoulders, Dumbbell Front Raise Dumbbell Shoulder Press Pec Deck Real Delt Extensions Kneeling Single Arm Cable Rear Delt Raise Barbell Shoulder Press
554, teen 1 2 1 3 3 poor chest, Machine Vertical Bench Press Pec Deck Pec Deck Fly Dumbbell Bench Press
555, teen 1 2 1 3 3 poor legs, Leg Curl Alternating Leg Extension Walking Lunge Dumbbell Split Squat Split Squat
556, teen 1 2 1 3 3 poor back, Seated Row Single Arm Dumbbell Row Close Grip Lat Pulldown Lat Pulldown
557, teen 1 2 1 3 3 poor calves, Calf Raise   Standing Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Dumbbell Calf Raise Barbell Calf Raise
558, teen 1 2 2 1 1 poor abdominals, Crunch Side Plank (from knees) Weighted Crunch Kneeling Ab Rollout
559, teen 1 2 2 1 1 poor triceps, Towel Triceps Pushdown V Bar Tricep Pushdown Assisted Dips Tricep Extensions
560, teen 1 2 2 1 1 poor biceps, Single Arm Dumbbell Curl   Incline Bench Seated Alternating Hammer Curl Bicep Curl Machine Curl
561, teen 1 2 2 1 1 poor shoulders, Single Arm Dumbbell Shoulder Press Cable External Rotation Dumbbell Lateral Raise Lying Dumbbell Rear Delt Raise
562, teen 1 2 2 1 1 poor chest, Pec Deck Fly Push Up Machine Vertical Bench Press Kneeling Push Up
563, teen 1 2 2 1 1 poor legs, Dumbbell Step Up Machine Hack Squat Lying Machine Squat Leg Curl
564, teen 1 2 2 1 1 poor back, Lat Pulldown Reverse Grip Lat Pullown Single Arm Lat Pulldown Bent Over Alternating Dumbbell Row
565, teen 1 2 2 1 1 poor calves, Calf Raise   Standing Dumbbell Calf Raise Seated Calf Raise Calf Raise   Seated
566, teen 1 2 2 1 2 poor abdominals, Heel Touch Side Plank (from knees) Weighted V Up Kneeling Ab Rollout
